cpi_id,category,governorate,cpi_value,base_year,period_year,period_month,source_agency
39,Food & Beverages,Alexandria,251.12,2020,2022,7,CAPMAS
40,Food & Beverages,Giza,249.28,2020,2022,7,CAPMAS
41,Food & Beverages,Dakahlia,235.26,2020,2022,7,CAPMAS
42,Food & Beverages,Gharbiya,236.4,2020,2022,7,CAPMAS
43,Food & Beverages,National,243.6,2020,2022,8,CAPMAS
44,Food & Beverages,Cairo,246.47,2020,2022,8,CAPMAS
45,Food & Beverages,Alexandria,240.58,2020,2022,8,CAPMAS
46,Food & Beverages,Giza,248.58,2020,2022,8,CAPMAS
47,Food & Beverages,Dakahlia,241.28,2020,2022,8,CAPMAS
48,Food & Beverages,Gharbiya,253.97,2020,2022,8,CAPMAS
49,Food & Beverages,National,247.98,2020,2022,9,CAPMAS
50,Food & Beverages,Cairo,253.1,2020,2022,9,CAPMAS
51,Food & Beverages,Alexandria,258.47,2020,2022,9,CAPMAS
52,Food & Beverages,Giza,239.42,2020,2022,9,CAPMAS
53,Food & Beverages,Dakahlia,245.2,2020,2022,9,CAPMAS
54,Food & Beverages,Gharbiya,242.36,2020,2022,9,CAPMAS
55,Food & Beverages,National,252.45,2020,2022,10,CAPMAS
56,Food & Beverages,Cairo,253.69,2020,2022,10,CAPMAS
57,Food & Beverages,Alexandria,253.49,2020,2022,10,CAPMAS
58,Food & Beverages,Giza,261.66,2020,2022,10,CAPMAS
59,Food & Beverages,Dakahlia,244.16,2020,2022,10,CAPMAS
60,Food & Beverages,Gharbiya,264.98,2020,2022,10,CAPMAS
61,Food & Beverages,National,256.99,2020,2022,11,CAPMAS
62,Food & Beverages,Cairo,247.05,2020,2022,11,CAPMAS
63,Food & Beverages,Alexandria,258.47,2020,2022,11,CAPMAS
64,Food & Beverages,Giza,262.93,2020,2022,11,CAPMAS
65,Food & Beverages,Dakahlia,267.0,2020,2022,11,CAPMAS
66,Food & Beverages,Gharbiya,251.16,2020,2022,11,CAPMAS
67,Food & Beverages,National,261.62,2020,2022,12,CAPMAS
68,Food & Beverages,Cairo,270.9,2020,2022,12,CAPMAS
69,Food & Beverages,Alexandria,272.42,2020,2022,12,CAPMAS
70,Food & Beverages,Giza,264.09,2020,2022,12,CAPMAS
71,Food & Beverages,Dakahlia,268.14,2020,2022,12,CAPMAS
72,Food & Beverages,Gharbiya,259.24,2020,2022,12,CAPMAS
73,Food & Beverages,National,266.32,2020,2023,1,CAPMAS
74,Food & Beverages,Cairo,270.04,2020,2023,1,CAPMAS
75,Food & Beverages,Alexandria,277.25,2020,2023,1,CAPMAS
76,Food & Beverages,Giza,267.5,2020,2023,1,CAPMAS
77,Food & Beverages,Dakahlia,263.25,2020,2023,1,CAPMAS
78,Food & Beverages,Gharbiya,278.01,2020,2023,1,CAPMAS
79,Food & Beverages,National,271.12,2020,2023,2,CAPMAS
80,Food & Beverages,Cairo,264.85,2020,2023,2,CAPMAS
81,Food & Beverages,Alexandria,266.63,2020,2023,2,CAPMAS
82,Food & Beverages,Giza,261.98,2020,2023,2,CAPMAS
83,Food & Beverages,Dakahlia,268.68,2020,2023,2,CAPMAS
84,Food & Beverages,Gharbiya,268.16,2020,2023,2,CAPMAS
85,Food & Beverages,National,276.0,2020,2023,3,CAPMAS
86,Food & Beverages,Cairo,288.86,2020,2023,3,CAPMAS
87,Food & Beverages,Alexandria,288.92,2020,2023,3,CAPMAS
88,Food & Beverages,Giza,283.29,2020,2023,3,CAPMAS
89,Food & Beverages,Dakahlia,285.84,2020,2023,3,CAPMAS
90,Food & Beverages,Gharbiya,269.05,2020,2023,3,CAPMAS
91,Food & Beverages,National,280.97,2020,2023,4,CAPMAS
92,Food & Beverages,Cairo,275.51,2020,2023,4,CAPMAS
93,Food & Beverages,Alexandria,290.11,2020,2023,4,CAPMAS
94,Food & Beverages,Giza,272.23,2020,2023,4,CAPMAS
95,Food & Beverages,Dakahlia,293.09,2020,2023,4,CAPMAS
96,Food & Beverages,Gharbiya,276.65,2020,2023,4,CAPMAS
97,Food & Beverages,National,286.02,2020,2023,5,CAPMAS
98,Food & Beverages,Cairo,280.53,2020,2023,5,CAPMAS
99,Food & Beverages,Alexandria,298.01,2020,2023,5,CAPMAS
100,Food & Beverages,Giza,280.91,2020,2023,5,CAPMAS
101,Food & Beverages,Dakahlia,299.45,2020,2023,5,CAPMAS
102,Food & Beverages,Gharbiya,278.03,2020,2023,5,CAPMAS
103,Food & Beverages,National,291.17,2020,2023,6,CAPMAS
104,Food & Beverages,Cairo,304.67,2020,2023,6,CAPMAS
105,Food & Beverages,Alexandria,291.52,2020,2023,6,CAPMAS
106,Food & Beverages,Giza,286.84,2020,2023,6,CAPMAS
107,Food & Beverages,Dakahlia,296.38,2020,2023,6,CAPMAS
108,Food & Beverages,Gharbiya,287.05,2020,2023,6,CAPMAS
109,Food & Beverages,National,296.41,2020,2023,7,CAPMAS
110,Food & Beverages,Cairo,290.63,2020,2023,7,CAPMAS
111,Food & Beverages,Alexandria,303.7,2020,2023,7,CAPMAS
112,Food & Beverages,Giza,288.43,2020,2023,7,CAPMAS
113,Food & Beverages,Dakahlia,303.29,2020,2023,7,CAPMAS
114,Food & Beverages,Gharbiya,293.76,2020,2023,7,CAPMAS
115,Food & Beverages,National,301.75,2020,2023,8,CAPMAS
116,Food & Beverages,Cairo,302.08,2020,2023,8,CAPMAS
117,Food & Beverages,Alexandria,301.32,2020,2023,8,CAPMAS
118,Food & Beverages,Giza,314.64,2020,2023,8,CAPMAS
119,Food & Beverages,Dakahlia,303.23,2020,2023,8,CAPMAS
120,Food & Beverages,Gharbiya,307.16,2020,2023,8,CAPMAS
121,Food & Beverages,National,307.18,2020,2023,9,CAPMAS
122,Food & Beverages,Cairo,302.7,2020,2023,9,CAPMAS
123,Food & Beverages,Alexandria,314.45,2020,2023,9,CAPMAS
124,Food & Beverages,Giza,303.05,2020,2023,9,CAPMAS
125,Food & Beverages,Dakahlia,318.58,2020,2023,9,CAPMAS
126,Food & Beverages,Gharbiya,307.95,2020,2023,9,CAPMAS
127,Food & Beverages,National,312.71,2020,2023,10,CAPMAS
128,Food & Beverages,Cairo,312.99,2020,2023,10,CAPMAS
129,Food & Beverages,Alexandria,307.57,2020,2023,10,CAPMAS
130,Food & Beverages,Giza,318.11,2020,2023,10,CAPMAS
131,Food & Beverages,Dakahlia,311.27,2020,2023,10,CAPMAS
132,Food & Beverages,Gharbiya,307.91,2020,2023,10,CAPMAS
133,Food & Beverages,National,318.34,2020,2023,11,CAPMAS
134,Food & Beverages,Cairo,323.38,2020,2023,11,CAPMAS
135,Food & Beverages,Alexandria,309.91,2020,2023,11,CAPMAS
136,Food & Beverages,Giza,330.47,2020,2023,11,CAPMAS
137,Food & Beverages,Dakahlia,326.77,2020,2023,11,CAPMAS
138,Food & Beverages,Gharbiya,320.22,2020,2023,11,CAPMAS
139,Food & Beverages,National,324.07,2020,2023,12,CAPMAS
140,Food & Beverages,Cairo,330.4,2020,2023,12,CAPMAS
141,Food & Beverages,Alexandria,319.74,2020,2023,12,CAPMAS
142,Food & Beverages,Giza,327.53,2020,2023,12,CAPMAS
143,Food & Beverages,Dakahlia,311.4,2020,2023,12,CAPMAS
144,Food & Beverages,Gharbiya,324.25,2020,2023,12,CAPMAS
145,Food & Beverages,National,329.9,2020,2024,1,CAPMAS
146,Food & Beverages,Cairo,343.36,2020,2024,1,CAPMAS
147,Food & Beverages,Alexandria,336.27,2020,2024,1,CAPMAS
148,Food & Beverages,Giza,318.92,2020,2024,1,CAPMAS
149,Food & Beverages,Dakahlia,317.66,2020,2024,1,CAPMAS
150,Food & Beverages,Gharbiya,333.7,2020,2024,1,CAPMAS
151,Food & Beverages,National,335.84,2020,2024,2,CAPMAS
152,Food & Beverages,Cairo,339.3,2020,2024,2,CAPMAS
153,Food & Beverages,Alexandria,331.22,2020,2024,2,CAPMAS
154,Food & Beverages,Giza,327.66,2020,2024,2,CAPMAS
155,Food & Beverages,Dakahlia,337.76,2020,2024,2,CAPMAS
156,Food & Beverages,Gharbiya,339.91,2020,2024,2,CAPMAS
157,Food & Beverages,National,341.89,2020,2024,3,CAPMAS
158,Food & Beverages,Cairo,335.83,2020,2024,3,CAPMAS
159,Food & Beverages,Alexandria,339.88,2020,2024,3,CAPMAS
160,Food & Beverages,Giza,336.2,2020,2024,3,CAPMAS
161,Food & Beverages,Dakahlia,331.94,2020,2024,3,CAPMAS
162,Food & Beverages,Gharbiya,343.68,2020,2024,3,CAPMAS
163,Food & Beverages,National,348.04,2020,2024,4,CAPMAS
164,Food & Beverages,Cairo,347.39,2020,2024,4,CAPMAS
165,Food & Beverages,Alexandria,349.97,2020,2024,4,CAPMAS
166,Food & Beverages,Giza,364.2,2020,2024,4,CAPMAS
167,Food & Beverages,Dakahlia,348.84,2020,2024,4,CAPMAS
168,Food & Beverages,Gharbiya,358.39,2020,2024,4,CAPMAS
169,Food & Beverages,National,354.3,2020,2024,5,CAPMAS
170,Food & Beverages,Cairo,370.98,2020,2024,5,CAPMAS
171,Food & Beverages,Alexandria,367.76,2020,2024,5,CAPMAS
172,Food & Beverages,Giza,345.87,2020,2024,5,CAPMAS
173,Food & Beverages,Dakahlia,356.57,2020,2024,5,CAPMAS
174,Food & Beverages,Gharbiya,342.41,2020,2024,5,CAPMAS
175,Food & Beverages,National,360.68,2020,2024,6,CAPMAS
176,Food & Beverages,Cairo,357.37,2020,2024,6,CAPMAS
177,Food & Beverages,Alexandria,358.06,2020,2024,6,CAPMAS
178,Food & Beverages,Giza,364.55,2020,2024,6,CAPMAS
179,Food & Beverages,Dakahlia,364.69,2020,2024,6,CAPMAS
180,Food & Beverages,Gharbiya,357.99,2020,2024,6,CAPMAS
181,Food & Beverages,National,367.17,2020,2024,7,CAPMAS
182,Food & Beverages,Cairo,380.53,2020,2024,7,CAPMAS
183,Food & Beverages,Alexandria,369.96,2020,2024,7,CAPMAS
184,Food & Beverages,Giza,361.11,2020,2024,7,CAPMAS
185,Food & Beverages,Dakahlia,361.22,2020,2024,7,CAPMAS
186,Food & Beverages,Gharbiya,385.13,2020,2024,7,CAPMAS
187,Food & Beverages,National,373.78,2020,2024,8,CAPMAS
188,Food & Beverages,Cairo,388.84,2020,2024,8,CAPMAS
189,Food & Beverages,Alexandria,370.61,2020,2024,8,CAPMAS
190,Food & Beverages,Giza,362.76,2020,2024,8,CAPMAS
191,Food & Beverages,Dakahlia,363.79,2020,2024,8,CAPMAS
192,Food & Beverages,Gharbiya,384.75,2020,2024,8,CAPMAS
193,Food & Beverages,National,380.51,2020,2024,9,CAPMAS
194,Food & Beverages,Cairo,375.11,2020,2024,9,CAPMAS
195,Food & Beverages,Alexandria,396.77,2020,2024,9,CAPMAS
196,Food & Beverages,Giza,374.72,2020,2024,9,CAPMAS
197,Food & Beverages,Dakahlia,389.83,2020,2024,9,CAPMAS
198,Food & Beverages,Gharbiya,381.3,2020,2024,9,CAPMAS
199,Food & Beverages,National,387.36,2020,2024,10,CAPMAS
200,Food & Beverages,Cairo,372.8,2020,2024,10,CAPMAS
201,Food & Beverages,Alexandria,398.79,2020,2024,10,CAPMAS
202,Food & Beverages,Giza,386.31,2020,2024,10,CAPMAS
203,Food & Beverages,Dakahlia,394.61,2020,2024,10,CAPMAS
204,Food & Beverages,Gharbiya,374.34,2020,2024,10,CAPMAS
205,Food & Beverages,National,394.33,2020,2024,11,CAPMAS
206,Food & Beverages,Cairo,404.6,2020,2024,11,CAPMAS
207,Food & Beverages,Alexandria,399.53,2020,2024,11,CAPMAS
208,Food & Beverages,Giza,400.22,2020,2024,11,CAPMAS
209,Food & Beverages,Dakahlia,388.94,2020,2024,11,CAPMAS
210,Food & Beverages,Gharbiya,390.01,2020,2024,11,CAPMAS
211,Food & Beverages,National,401.43,2020,2024,12,CAPMAS
212,Food & Beverages,Cairo,401.62,2020,2024,12,CAPMAS
213,Food & Beverages,Alexandria,412.45,2020,2024,12,CAPMAS
214,Food & Beverages,Giza,409.07,2020,2024,12,CAPMAS
215,Food & Beverages,Dakahlia,395.11,2020,2024,12,CAPMAS
216,Food & Beverages,Gharbiya,397.16,2020,2024,12,CAPMAS
217,Food & Beverages,National,408.66,2020,2025,1,CAPMAS
218,Food & Beverages,Cairo,393.07,2020,2025,1,CAPMAS
219,Food & Beverages,Alexandria,409.69,2020,2025,1,CAPMAS
220,Food & Beverages,Giza,428.98,2020,2025,1,CAPMAS
221,Food & Beverages,Dakahlia,419.1,2020,2025,1,CAPMAS
222,Food & Beverages,Gharbiya,396.86,2020,2025,1,CAPMAS
223,Food & Beverages,National,416.01,2020,2025,2,CAPMAS
224,Food & Beverages,Cairo,418.95,2020,2025,2,CAPMAS
225,Food & Beverages,Alexandria,402.11,2020,2025,2,CAPMAS
226,Food & Beverages,Giza,403.14,2020,2025,2,CAPMAS
227,Food & Beverages,Dakahlia,402.04,2020,2025,2,CAPMAS
228,Food & Beverages,Gharbiya,414.1,2020,2025,2,CAPMAS
229,Food & Beverages,National,423.5,2020,2025,3,CAPMAS
230,Food & Beverages,Cairo,430.85,2020,2025,3,CAPMAS
231,Food & Beverages,Alexandria,410.17,2020,2025,3,CAPMAS
232,Food & Beverages,Giza,431.72,2020,2025,3,CAPMAS
233,Food & Beverages,Dakahlia,409.56,2020,2025,3,CAPMAS
234,Food & Beverages,Gharbiya,416.32,2020,2025,3,CAPMAS
235,Food & Beverages,National,431.12,2020,2025,4,CAPMAS
236,Food & Beverages,Cairo,443.68,2020,2025,4,CAPMAS
237,Food & Beverages,Alexandria,451.69,2020,2025,4,CAPMAS
238,Food & Beverages,Giza,433.48,2020,2025,4,CAPMAS
239,Food & Beverages,Dakahlia,422.31,2020,2025,4,CAPMAS
240,Food & Beverages,Gharbiya,431.89,2020,2025,4,CAPMAS
241,Food & Beverages,National,438.88,2020,2025,5,CAPMAS
242,Food & Beverages,Cairo,459.7,2020,2025,5,CAPMAS
243,Food & Beverages,Alexandria,423.37,2020,2025,5,CAPMAS
244,Food & Beverages,Giza,423.63,2020,2025,5,CAPMAS
245,Food & Beverages,Dakahlia,455.13,2020,2025,5,CAPMAS
246,Food & Beverages,Gharbiya,438.86,2020,2025,5,CAPMAS
247,Food & Beverages,National,446.78,2020,2025,6,CAPMAS
248,Food & Beverages,Cairo,453.91,2020,2025,6,CAPMAS
249,Food & Beverages,Alexandria,466.99,2020,2025,6,CAPMAS
250,Food & Beverages,Giza,457.92,2020,2025,6,CAPMAS
251,Food & Beverages,Dakahlia,454.58,2020,2025,6,CAPMAS
252,Food & Beverages,Gharbiya,466.41,2020,2025,6,CAPMAS
253,Dairy,National,208.0,2020,2022,1,CAPMAS
254,Dairy,Cairo,206.88,2020,2022,1,CAPMAS
255,Dairy,Alexandria,203.75,2020,2022,1,CAPMAS
256,Dairy,Giza,207.99,2020,2022,1,CAPMAS
257,Dairy,Dakahlia,203.04,2020,2022,1,CAPMAS
258,Dairy,Gharbiya,204.46,2020,2022,1,CAPMAS
259,Dairy,National,211.74,2020,2022,2,CAPMAS
260,Dairy,Cairo,215.79,2020,2022,2,CAPMAS
261,Dairy,Alexandria,217.81,2020,2022,2,CAPMAS
262,Dairy,Giza,222.1,2020,2022,2,CAPMAS
263,Dairy,Dakahlia,205.75,2020,2022,2,CAPMAS
264,Dairy,Gharbiya,209.65,2020,2022,2,CAPMAS
265,Dairy,National,215.56,2020,2022,3,CAPMAS
266,Dairy,Cairo,209.9,2020,2022,3,CAPMAS
267,Dairy,Alexandria,225.52,2020,2022,3,CAPMAS
268,Dairy,Giza,216.56,2020,2022,3,CAPMAS
269,Dairy,Dakahlia,217.13,2020,2022,3,CAPMAS
270,Dairy,Gharbiya,211.89,2020,2022,3,CAPMAS
271,Dairy,National,219.44,2020,2022,4,CAPMAS
272,Dairy,Cairo,220.36,2020,2022,4,CAPMAS
273,Dairy,Alexandria,220.17,2020,2022,4,CAPMAS
274,Dairy,Giza,222.94,2020,2022,4,CAPMAS
275,Dairy,Dakahlia,226.29,2020,2022,4,CAPMAS
276,Dairy,Gharbiya,227.4,2020,2022,4,CAPMAS
277,Dairy,National,223.39,2020,2022,5,CAPMAS
278,Dairy,Cairo,219.31,2020,2022,5,CAPMAS
279,Dairy,Alexandria,226.6,2020,2022,5,CAPMAS
280,Dairy,Giza,224.85,2020,2022,5,CAPMAS
281,Dairy,Dakahlia,224.4,2020,2022,5,CAPMAS
282,Dairy,Gharbiya,221.07,2020,2022,5,CAPMAS
283,Dairy,National,227.41,2020,2022,6,CAPMAS
284,Dairy,Cairo,232.65,2020,2022,6,CAPMAS
285,Dairy,Alexandria,231.65,2020,2022,6,CAPMAS
286,Dairy,Giza,231.01,2020,2022,6,CAPMAS
287,Dairy,Dakahlia,231.04,2020,2022,6,CAPMAS
288,Dairy,Gharbiya,235.42,2020,2022,6,CAPMAS
289,Dairy,National,231.5,2020,2022,7,CAPMAS
290,Dairy,Cairo,226.31,2020,2022,7,CAPMAS
291,Dairy,Alexandria,234.03,2020,2022,7,CAPMAS
292,Dairy,Giza,224.51,2020,2022,7,CAPMAS
293,Dairy,Dakahlia,233.06,2020,2022,7,CAPMAS
294,Dairy,Gharbiya,229.78,2020,2022,7,CAPMAS
295,Dairy,National,235.67,2020,2022,8,CAPMAS
296,Dairy,Cairo,231.92,2020,2022,8,CAPMAS
297,Dairy,Alexandria,244.62,2020,2022,8,CAPMAS
298,Dairy,Giza,243.35,2020,2022,8,CAPMAS
299,Dairy,Dakahlia,237.81,2020,2022,8,CAPMAS
300,Dairy,Gharbiya,231.01,2020,2022,8,CAPMAS
301,Dairy,National,239.91,2020,2022,9,CAPMAS
302,Dairy,Cairo,241.26,2020,2022,9,CAPMAS
303,Dairy,Alexandria,238.14,2020,2022,9,CAPMAS
304,Dairy,Giza,251.32,2020,2022,9,CAPMAS
305,Dairy,Dakahlia,249.54,2020,2022,9,CAPMAS
306,Dairy,Gharbiya,233.63,2020,2022,9,CAPMAS
307,Dairy,National,244.23,2020,2022,10,CAPMAS
308,Dairy,Cairo,238.1,2020,2022,10,CAPMAS
309,Dairy,Alexandria,252.23,2020,2022,10,CAPMAS
310,Dairy,Giza,250.78,2020,2022,10,CAPMAS
311,Dairy,Dakahlia,234.85,2020,2022,10,CAPMAS
312,Dairy,Gharbiya,243.68,2020,2022,10,CAPMAS
313,Dairy,National,248.62,2020,2022,11,CAPMAS
314,Dairy,Cairo,259.21,2020,2022,11,CAPMAS
315,Dairy,Alexandria,241.02,2020,2022,11,CAPMAS
316,Dairy,Giza,252.17,2020,2022,11,CAPMAS
317,Dairy,Dakahlia,251.59,2020,2022,11,CAPMAS
318,Dairy,Gharbiya,242.39,2020,2022,11,CAPMAS
319,Dairy,National,253.1,2020,2022,12,CAPMAS
320,Dairy,Cairo,264.13,2020,2022,12,CAPMAS
321,Dairy,Alexandria,253.14,2020,2022,12,CAPMAS
322,Dairy,Giza,261.22,2020,2022,12,CAPMAS
323,Dairy,Dakahlia,261.91,2020,2022,12,CAPMAS
324,Dairy,Gharbiya,265.62,2020,2022,12,CAPMAS
325,Dairy,National,257.65,2020,2023,1,CAPMAS
326,Dairy,Cairo,269.55,2020,2023,1,CAPMAS
327,Dairy,Alexandria,255.72,2020,2023,1,CAPMAS
328,Dairy,Giza,255.03,2020,2023,1,CAPMAS
329,Dairy,Dakahlia,252.54,2020,2023,1,CAPMAS
330,Dairy,Gharbiya,269.63,2020,2023,1,CAPMAS
331,Dairy,National,262.29,2020,2023,2,CAPMAS
332,Dairy,Cairo,253.47,2020,2023,2,CAPMAS
333,Dairy,Alexandria,267.09,2020,2023,2,CAPMAS
334,Dairy,Giza,265.35,2020,2023,2,CAPMAS
335,Dairy,Dakahlia,270.07,2020,2023,2,CAPMAS
336,Dairy,Gharbiya,253.48,2020,2023,2,CAPMAS
337,Dairy,National,267.01,2020,2023,3,CAPMAS
338,Dairy,Cairo,272.31,2020,2023,3,CAPMAS
339,Dairy,Alexandria,271.74,2020,2023,3,CAPMAS
340,Dairy,Giza,275.97,2020,2023,3,CAPMAS
341,Dairy,Dakahlia,264.25,2020,2023,3,CAPMAS
342,Dairy,Gharbiya,265.53,2020,2023,3,CAPMAS
343,Dairy,National,271.82,2020,2023,4,CAPMAS
344,Dairy,Cairo,262.5,2020,2023,4,CAPMAS
345,Dairy,Alexandria,281.3,2020,2023,4,CAPMAS
346,Dairy,Giza,279.28,2020,2023,4,CAPMAS
347,Dairy,Dakahlia,281.97,2020,2023,4,CAPMAS
348,Dairy,Gharbiya,270.23,2020,2023,4,CAPMAS
349,Dairy,National,276.71,2020,2023,5,CAPMAS
350,Dairy,Cairo,281.34,2020,2023,5,CAPMAS
351,Dairy,Alexandria,269.19,2020,2023,5,CAPMAS
352,Dairy,Giza,285.63,2020,2023,5,CAPMAS
353,Dairy,Dakahlia,285.61,2020,2023,5,CAPMAS
354,Dairy,Gharbiya,285.21,2020,2023,5,CAPMAS
355,Dairy,National,281.69,2020,2023,6,CAPMAS
356,Dairy,Cairo,274.77,2020,2023,6,CAPMAS
357,Dairy,Alexandria,283.82,2020,2023,6,CAPMAS
358,Dairy,Giza,278.22,2020,2023,6,CAPMAS
359,Dairy,Dakahlia,285.91,2020,2023,6,CAPMAS
360,Dairy,Gharbiya,284.7,2020,2023,6,CAPMAS
361,Dairy,National,286.76,2020,2023,7,CAPMAS
362,Dairy,Cairo,298.2,2020,2023,7,CAPMAS
363,Dairy,Alexandria,296.5,2020,2023,7,CAPMAS
364,Dairy,Giza,292.59,2020,2023,7,CAPMAS
365,Dairy,Dakahlia,294.78,2020,2023,7,CAPMAS
366,Dairy,Gharbiya,297.95,2020,2023,7,CAPMAS
367,Dairy,National,291.92,2020,2023,8,CAPMAS
368,Dairy,Cairo,281.73,2020,2023,8,CAPMAS
369,Dairy,Alexandria,280.37,2020,2023,8,CAPMAS
370,Dairy,Giza,283.41,2020,2023,8,CAPMAS
371,Dairy,Dakahlia,283.53,2020,2023,8,CAPMAS
372,Dairy,Gharbiya,288.8,2020,2023,8,CAPMAS
373,Dairy,National,297.18,2020,2023,9,CAPMAS
374,Dairy,Cairo,299.01,2020,2023,9,CAPMAS
375,Dairy,Alexandria,302.73,2020,2023,9,CAPMAS
376,Dairy,Giza,308.68,2020,2023,9,CAPMAS
377,Dairy,Dakahlia,306.3,2020,2023,9,CAPMAS
378,Dairy,Gharbiya,290.46,2020,2023,9,CAPMAS
379,Dairy,National,302.53,2020,2023,10,CAPMAS
380,Dairy,Cairo,307.15,2020,2023,10,CAPMAS
381,Dairy,Alexandria,290.5,2020,2023,10,CAPMAS
382,Dairy,Giza,314.94,2020,2023,10,CAPMAS
383,Dairy,Dakahlia,314.58,2020,2023,10,CAPMAS
384,Dairy,Gharbiya,313.16,2020,2023,10,CAPMAS
385,Dairy,National,307.97,2020,2023,11,CAPMAS
386,Dairy,Cairo,306.27,2020,2023,11,CAPMAS
387,Dairy,Alexandria,312.23,2020,2023,11,CAPMAS
388,Dairy,Giza,300.38,2020,2023,11,CAPMAS
389,Dairy,Dakahlia,311.07,2020,2023,11,CAPMAS
390,Dairy,Gharbiya,313.22,2020,2023,11,CAPMAS
391,Dairy,National,313.52,2020,2023,12,CAPMAS
392,Dairy,Cairo,326.57,2020,2023,12,CAPMAS
393,Dairy,Alexandria,320.27,2020,2023,12,CAPMAS
394,Dairy,Giza,320.98,2020,2023,12,CAPMAS
395,Dairy,Dakahlia,327.09,2020,2023,12,CAPMAS
396,Dairy,Gharbiya,315.03,2020,2023,12,CAPMAS
397,Dairy,National,319.16,2020,2024,1,CAPMAS
398,Dairy,Cairo,325.8,2020,2024,1,CAPMAS
399,Dairy,Alexandria,329.18,2020,2024,1,CAPMAS
400,Dairy,Giza,328.65,2020,2024,1,CAPMAS
401,Dairy,Dakahlia,311.53,2020,2024,1,CAPMAS
402,Dairy,Gharbiya,332.56,2020,2024,1,CAPMAS
403,Dairy,National,324.91,2020,2024,2,CAPMAS
404,Dairy,Cairo,331.69,2020,2024,2,CAPMAS
405,Dairy,Alexandria,325.82,2020,2024,2,CAPMAS
406,Dairy,Giza,317.6,2020,2024,2,CAPMAS
407,Dairy,Dakahlia,314.16,2020,2024,2,CAPMAS
408,Dairy,Gharbiya,337.7,2020,2024,2,CAPMAS
409,Dairy,National,330.75,2020,2024,3,CAPMAS
410,Dairy,Cairo,322.39,2020,2024,3,CAPMAS
411,Dairy,Alexandria,325.26,2020,2024,3,CAPMAS
412,Dairy,Giza,341.13,2020,2024,3,CAPMAS
413,Dairy,Dakahlia,333.57,2020,2024,3,CAPMAS
414,Dairy,Gharbiya,321.51,2020,2024,3,CAPMAS
415,Dairy,National,336.71,2020,2024,4,CAPMAS
416,Dairy,Cairo,343.13,2020,2024,4,CAPMAS
417,Dairy,Alexandria,336.71,2020,2024,4,CAPMAS
418,Dairy,Giza,336.76,2020,2024,4,CAPMAS
419,Dairy,Dakahlia,329.08,2020,2024,4,CAPMAS
420,Dairy,Gharbiya,326.18,2020,2024,4,CAPMAS
421,Dairy,National,342.77,2020,2024,5,CAPMAS
422,Dairy,Cairo,355.62,2020,2024,5,CAPMAS
