price_id,product_id,supermarket_id,price_egp,discount_price,is_on_sale,recorded_date,source,load_timestamp
41,28,2,10.28,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
42,11,2,76.15,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
43,30,2,15.19,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
44,1,2,32.33,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
45,17,2,46.08,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
46,33,2,19.7,16.79,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
47,12,2,35.11,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
48,43,2,27.17,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
49,7,2,38.94,33.22,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
50,20,2,69.29,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
51,41,2,21.71,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
52,13,2,30.07,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
53,10,2,112.52,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
54,24,2,83.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
55,47,2,183.97,168.5,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
56,45,2,7.93,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
57,21,2,204.37,187.07,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
58,16,2,28.25,26.07,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
59,38,2,30.54,26.54,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
60,4,2,25.05,21.75,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
61,42,2,44.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
62,27,2,11.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
63,26,2,61.28,56.08,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
64,36,2,65.16,55.99,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
65,50,2,30.46,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
66,2,2,29.83,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
67,35,2,12.26,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
68,49,2,14.7,13.07,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
69,3,2,28.72,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
70,39,2,83.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
71,31,2,14.19,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
72,32,2,18.17,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
73,5,2,63.79,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
74,44,2,53.54,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
75,34,2,24.34,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
76,22,2,243.25,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
77,34,3,24.36,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
78,11,3,73.94,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
79,4,3,25.57,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
80,33,3,19.84,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
81,6,3,56.1,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
82,12,3,35.23,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
83,5,3,65.6,61.12,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
84,39,3,83.98,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
85,44,3,56.45,48.63,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
86,16,3,27.34,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
87,26,3,59.18,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
88,8,3,22.29,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
89,37,3,62.5,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
90,41,3,21.98,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
91,3,3,28.58,25.5,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
92,46,3,74.0,68.61,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
93,27,3,12.1,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
94,21,3,202.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
95,17,3,44.8,38.42,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
96,7,3,40.92,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
97,22,3,250.68,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
98,23,3,281.39,242.77,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
99,49,3,14.83,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
100,43,3,28.5,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
101,9,3,18.43,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
102,13,3,29.55,27.42,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
103,42,3,46.04,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
104,30,3,15.11,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
105,47,3,189.77,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
106,10,3,113.14,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
107,15,3,10.23,9.45,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
108,28,3,9.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
109,36,3,66.18,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
110,1,3,32.6,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
111,20,3,71.21,66.74,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
112,29,3,8.17,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
113,38,3,30.57,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
114,2,3,29.65,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
115,15,4,9.7,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
116,50,4,30.07,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
117,2,4,30.44,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
118,43,4,27.77,25.45,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
119,13,4,29.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
120,26,4,61.25,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
121,22,4,247.0,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
122,18,4,19.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
123,5,4,64.2,57.27,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
124,47,4,189.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
125,23,4,286.77,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
126,33,4,19.76,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
127,45,4,7.76,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
128,35,4,11.95,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
129,44,4,55.51,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
130,48,4,21.92,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
131,8,4,21.96,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
132,17,4,45.8,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
133,12,4,34.13,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
134,19,4,90.72,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
135,9,4,18.34,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
136,37,4,62.64,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
137,4,4,24.55,21.47,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
138,20,4,69.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
139,14,4,34.1,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
140,32,4,18.14,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
141,24,4,86.0,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
142,11,4,73.85,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
143,38,4,29.11,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
144,27,4,12.19,10.88,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
145,39,4,83.35,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
146,28,4,10.01,8.76,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
147,46,4,76.57,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
148,7,4,40.72,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
149,30,4,15.44,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
150,1,4,32.86,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
151,25,4,30.2,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
152,21,4,200.06,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
153,36,5,66.3,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
154,29,5,8.13,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
155,11,5,72.84,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
156,31,5,14.06,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
157,49,5,15.4,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
158,17,5,44.7,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
159,16,5,28.56,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
160,41,5,22.31,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
161,18,5,20.48,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
162,34,5,24.66,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
163,32,5,17.88,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
164,44,5,55.98,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
165,42,5,45.92,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
166,46,5,77.16,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
167,5,5,66.59,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
168,19,5,90.88,81.14,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
169,39,5,86.87,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
170,38,5,29.57,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
171,22,5,249.32,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
172,48,5,22.5,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
173,37,5,63.68,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
174,33,5,20.4,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
175,3,5,28.42,26.86,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
176,50,5,29.5,27.9,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
177,27,5,11.67,10.21,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
178,8,5,22.45,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
179,13,5,29.53,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
180,23,5,273.52,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
181,26,5,59.87,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
182,7,5,39.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
183,28,5,10.28,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
184,14,5,35.58,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
185,35,5,11.86,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
186,47,5,189.76,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
187,15,5,10.24,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
188,21,5,205.3,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
189,1,5,32.18,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
190,4,5,24.61,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
191,20,6,69.03,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
192,44,6,56.09,52.62,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
193,39,6,83.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
194,8,6,22.15,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
195,37,6,60.25,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
196,3,6,27.47,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
197,23,6,285.0,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
198,35,6,12.27,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
199,28,6,9.87,9.33,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
200,24,6,82.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
201,5,6,64.96,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
202,33,6,20.23,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
203,22,6,249.86,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
204,1,6,31.22,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
205,27,6,12.14,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
206,32,6,18.09,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
207,7,6,40.07,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
208,42,6,45.66,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
209,41,6,22.27,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
210,21,6,197.02,171.26,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
211,29,6,7.82,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
212,36,6,66.02,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
213,15,6,9.83,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
214,49,6,15.2,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
215,40,6,55.08,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
216,14,6,34.16,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
217,6,6,54.1,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
218,17,6,43.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
219,31,6,13.81,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
220,9,6,18.06,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
221,50,6,29.33,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
222,18,6,19.99,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
223,16,6,28.12,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
224,48,6,21.92,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
225,25,6,29.19,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
226,19,6,89.88,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
227,12,6,34.79,31.76,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
228,10,6,107.05,97.02,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
229,20,7,69.87,61.4,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
230,6,7,54.28,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
231,16,7,27.28,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
232,8,7,21.69,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
233,36,7,65.35,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
234,27,7,11.78,10.28,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
235,39,7,83.21,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
236,44,7,53.82,50.01,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
237,40,7,55.31,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
238,15,7,10.25,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
239,34,7,24.95,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
240,25,7,29.82,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
241,29,7,8.02,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
242,38,7,30.18,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
243,50,7,30.42,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
244,28,7,9.72,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
245,46,7,75.78,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
246,4,7,25.13,23.28,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
247,7,7,40.77,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
248,31,7,14.22,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
249,43,7,28.03,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
250,32,7,17.76,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
251,21,7,199.23,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
252,37,7,63.74,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
253,9,7,17.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
254,22,7,244.07,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
255,3,7,27.85,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
256,49,7,15.15,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
257,47,7,187.89,161.36,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
258,23,7,275.84,255.77,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
259,18,7,20.44,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
260,24,7,82.46,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
261,35,7,11.97,10.8,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
262,1,7,32.24,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
263,14,7,34.88,30.58,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
264,30,7,14.67,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
265,12,7,35.8,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
266,10,7,106.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
267,16,8,27.61,25.47,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
268,46,8,76.52,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
269,11,8,75.72,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
270,20,8,69.78,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
271,36,8,64.35,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
272,1,8,31.76,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
273,49,8,15.33,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
274,27,8,11.81,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
275,6,8,56.17,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
276,15,8,9.89,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
277,8,8,22.55,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
278,30,8,15.44,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
279,40,8,55.5,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
280,10,8,113.07,107.02,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
281,32,8,17.82,16.65,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
282,19,8,87.84,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
283,33,8,19.42,18.2,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
284,18,8,20.56,19.08,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
285,43,8,27.61,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
286,44,8,54.66,48.26,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
287,50,8,30.31,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
288,39,8,87.32,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
289,38,8,30.7,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
290,41,8,22.05,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
291,34,8,24.6,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
292,5,8,64.17,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
293,13,8,29.26,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
294,7,8,40.62,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
295,47,8,180.57,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
296,17,8,44.46,39.23,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
297,25,8,29.2,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
298,3,8,27.88,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
299,9,8,17.91,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
300,14,8,34.33,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
301,48,8,22.14,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
302,31,8,14.15,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
303,24,8,85.42,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
304,26,8,60.5,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
305,43,9,28.18,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
306,1,9,32.26,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
307,30,9,15.16,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
308,19,9,90.86,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
309,44,9,55.42,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
310,35,9,12.11,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
311,11,9,74.73,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
312,5,9,65.91,57.97,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
313,29,9,8.12,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
314,23,9,273.82,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
315,38,9,30.85,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
316,20,9,71.74,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
317,28,9,9.85,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
318,17,9,44.95,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
319,48,9,22.33,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
320,39,9,83.04,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
321,13,9,29.35,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
322,25,9,30.65,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
323,31,9,14.4,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
324,4,9,25.46,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
325,8,9,22.38,20.22,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
326,34,9,24.93,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
327,47,9,186.91,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
328,12,9,35.68,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
329,40,9,53.71,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
330,10,9,106.87,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
331,41,9,22.08,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
332,33,9,19.67,18.34,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
333,49,9,15.37,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
334,42,9,44.75,42.27,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
335,9,9,17.79,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
336,22,9,243.96,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
337,2,9,29.34,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
338,16,9,28.29,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
339,24,9,87.27,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
340,21,9,202.91,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
341,15,9,9.95,8.94,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
342,32,9,17.9,,False,2024-01-01,carrefour_app,2024-01-01 08:00:00
343,3,10,27.71,26.05,True,2024-01-01,carrefour_app,2024-01-01 08:00:00
